Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
25,Married,,High School,Employed,4.0,336753.0,33195.0,2996,401.0,0.107,19.8,5,4,4.7,0,0,56.2,559223,Business,36,29.4,1
39,Divorced,1.0,Bachelor's,Employed,12.0,556421.0,380859.0,11836,580.0,0.255,76.0,7,2,12.8,0,1,62.0,709026,Education,24,42.4,1
32,Single,2.0,Master's,Employed,9.0,303453.0,7275.0,664,511.0,0.026,44.0,6,1,4.7,0,0,62.5,899099,Education,240,18.7,1
30,Married,1.0,Master's,Self-Employed,11.0,1265929.0,295135.0,11144,437.0,0.106,48.7,3,1,8.8,0,0,45.8,3338418,Education,60,32.7,1
30,Married,1.0,Bachelor's,Employed,8.0,514138.0,26891.0,3041,591.0,0.071,37.3,7,3,8.8,1,0,36.9,1455944,Home,12,38.6,1
30,Single,0.0,Master's,Employed,12.0,215832.0,43182.0,499,492.0,0.028,34.9,5,4,7.2,0,0,48.7,581726,Education,36,16.0,1
35,Married,3.0,Bachelor's,Employed,11.0,604517.0,531862.0,8947,550.0,0.178,52.5,4,1,13.5,0,0,51.4,309582,Education,36,30.3,1
40,Married,3.0,PhD,Employed,16.0,335077.0,86134.0,4992,516.0,0.179,46.5,7,1,9.2,1,0,61.0,281242,Home,120,31.0,1
45,Married,2.0,High School,Employed,16.0,310120.0,307295.0,5879,474.0,0.227,44.9,10,3,10.4,1,0,40.3,272448,Home,48,43.0,0
29,Divorced,1.0,Master's,Employed,3.0,586118.0,227206.0,3987,464.0,0.082,28.0,3,1,5.7,0,0,54.0,1412699,Auto,36,27.4,1
28,Married,2.0,PhD,Employed,7.0,517403.0,90338.0,3628,594.0,0.084,,5,3,3.8,0,0,60.4,1403124,Debt Consolidation,24,18.3,1
27,Divorced,1.0,Master's,Employed,8.0,193211.0,45533.0,3498,446.0,0.217,61.1,5,1,2.8,0,0,45.8,311934,Personal,240,36.1,1
39,Married,1.0,Bachelor's,Employed,14.0,523067.0,334350.0,2445,535.0,0.056,75.7,8,6,9.7,0,1,52.7,1476580,Education,60,44.3,1
33,Married,1.0,Master's,Employed,10.0,156972.0,104315.0,506,510.0,0.039,50.8,7,3,4.8,0,0,64.3,190738,Education,36,21.7,1
34,Single,1.0,High School,Employed,10.0,,54263.0,2359,555.0,0.165,76.4,3,2,9.1,0,0,63.1,380007,Auto,180,25.0,1
27,Married,3.0,High School,Employed,5.0,236334.0,25507.0,3806,494.0,0.193,,4,1,2.9,1,0,36.2,513143,Auto,36,37.4,1
43,Married,1.0,Bachelor's,Employed,10.0,223620.0,87748.0,6411,456.0,0.344,41.7,8,4,19.3,0,1,35.3,655887,Debt Consolidation,36,43.5,1
30,Married,1.0,Master's,Self-Employed,5.0,385257.0,,2776,504.0,0.086,14.9,6,2,5.9,0,1,49.9,588526,Personal,48,24.5,1
37,Divorced,4.0,Bachelor's,Self-Employed,7.0,218197.0,287995.0,759,415.0,0.042,37.4,6,1,8.3,0,0,53.1,370456,Home,48,20.8,1
27,Divorced,0.0,Bachelor's,Employed,7.0,110885.0,25804.0,1276,483.0,0.138,41.1,6,1,7.0,0,0,66.3,260354,Auto,36,32.3,1
35,Married,3.0,Bachelor's,Employed,12.0,330250.0,116286.0,5524,477.0,0.201,45.5,4,3,9.4,0,0,51.1,876243,Auto,36,27.4,1
33,Divorced,1.0,High School,Unemployed,8.0,100000.0,1354.0,1087,540.0,0.13,45.2,6,3,10.9,0,0,63.9,230674,Home,240,25.8,1
28,Divorced,1.0,Bachelor's,Self-Employed,7.0,252961.0,130789.0,1917,462.0,0.091,19.6,4,2,7.6,0,1,40.6,621161,Home,36,33.7,1
34,Married,1.0,Master's,Employed,,448631.0,16620.0,2044,545.0,0.055,64.7,5,2,11.3,1,0,57.7,667451,Auto,24,34.7,1
25,Single,1.0,High School,Employed,1.0,,98334.0,1594,391.0,0.055,71.3,6,4,4.4,0,0,52.7,673371,Auto,36,37.7,1
25,Married,0.0,Master's,Employed,0.0,,29959.0,1476,399.0,0.125,38.5,3,1,2.4,0,0,49.6,242382,Business,60,19.9,1
31,Divorced,3.0,Bachelor's,Employed,9.0,640368.0,181034.0,2046,466.0,0.038,20.1,3,3,7.5,0,0,47.8,456487,Business,60,22.6,1
33,Married,3.0,Bachelor's,Employed,10.0,924919.0,194376.0,9108,539.0,0.118,41.4,3,3,7.6,0,1,50.3,2735492,Education,60,27.9,1
41,Married,0.0,Master's,Unemployed,15.0,100000.0,52089.0,894,513.0,0.107,49.7,6,3,7.2,0,0,60.4,126343,Debt Consolidation,60,23.8,1
25,Married,0.0,Bachelor's,Self-Employed,5.0,415248.0,112723.0,1926,429.0,0.056,34.0,3,5,2.5,0,1,41.7,1053472,Home,180,28.6,1
31,Single,1.0,Bachelor's,Employed,12.0,237922.0,90868.0,4279,518.0,0.216,40.1,7,0,8.8,0,0,75.4,347624,Auto,48,24.5,1
25,Married,1.0,PhD,Employed,4.0,673899.0,197784.0,8085,500.0,0.144,46.6,4,1,2.9,0,0,42.7,1133873,Education,240,24.4,1
33,Married,0.0,Bachelor's,Self-Employed,10.0,198562.0,116557.0,4655,461.0,0.281,80.3,4,2,10.7,0,0,55.1,220890,Auto,180,31.5,1
32,Single,2.0,Master's,Employed,9.0,298587.0,44245.0,5633,567.0,0.226,30.7,5,4,10.6,0,0,62.8,163895,Debt Consolidation,60,22.3,0
30,Married,2.0,Bachelor's,Employed,12.0,231115.0,101911.0,1680,428.0,0.087,33.2,6,1,5.2,0,0,59.8,486280,Home,180,16.0,1
34,Single,1.0,PhD,Employed,12.0,664328.0,438984.0,3228,482.0,0.058,62.6,5,0,7.3,0,0,56.4,461641,Debt Consolidation,120,44.0,1
34,Married,1.0,High School,Employed,9.0,190835.0,30561.0,890,512.0,0.056,,5,2,11.3,0,0,50.2,530929,Auto,24,20.6,1
35,Married,2.0,Bachelor's,Unemployed,17.0,100000.0,22153.0,1525,480.0,0.183,61.0,4,4,6.1,0,0,52.8,181746,Education,24,36.5,1
25,Single,1.0,Bachelor's,Employed,0.0,492240.0,85999.0,6381,,0.156,42.9,3,4,3.1,0,0,54.5,1017944,Education,36,32.2,1
38,Married,3.0,High School,Employed,15.0,539793.0,116164.0,5299,,0.118,43.8,6,1,6.7,0,0,72.8,1131275,Education,36,16.0,1
25,Married,0.0,PhD,Employed,7.0,200625.0,9499.0,1723,459.0,0.103,29.8,4,3,3.4,1,1,39.9,310166,Debt Consolidation,240,44.5,1
37,Divorced,2.0,Bachelor's,Unemployed,9.0,,50328.0,182,490.0,0.02,31.9,7,1,12.8,0,0,61.3,118983,Home,60,24.0,1
32,Married,1.0,Bachelor's,Employed,12.0,364039.0,119660.0,3210,531.0,0.106,62.3,5,4,9.8,0,0,61.1,553556,Auto,240,34.3,1
34,Married,2.0,High School,Employed,14.0,128216.0,4754.0,2338,523.0,0.219,44.4,5,1,5.5,0,0,56.4,278687,Auto,36,34.7,1
28,Married,1.0,Bachelor's,Unemployed,6.0,100000.0,2612.0,2184,397.0,0.262,32.4,8,2,6.1,0,0,56.0,234349,Auto,36,29.2,1
31,Married,0.0,High School,Employed,7.0,106012.0,37704.0,1431,382.0,0.162,94.7,5,1,6.4,0,0,50.3,264084,Business,36,44.2,1
36,Married,2.0,High School,Unemployed,20.0,100000.0,40193.0,1502,494.0,0.18,40.3,7,2,13.0,0,1,61.4,201813,Debt Consolidation,120,32.4,1
39,Married,3.0,Master's,Self-Employed,10.0,823716.0,76471.0,5729,431.0,0.083,55.8,8,4,10.2,0,0,59.2,965253,Home,36,30.7,1
31,Married,1.0,High School,Unemployed,9.0,149300.0,159360.0,1467,599.0,0.118,55.3,5,1,7.7,0,0,71.5,391411,Personal,36,16.4,1
31,Married,0.0,High School,Employed,10.0,221558.0,91262.0,1127,409.0,0.061,35.9,7,4,7.8,0,0,54.0,617029,Auto,48,27.8,1
33,Single,0.0,PhD,Unemployed,9.0,100000.0,48791.0,836,507.0,0.1,59.8,8,3,8.5,0,0,41.1,96766,Education,120,25.7,1
40,Married,4.0,High School,Employed,11.0,242256.0,64810.0,2502,503.0,0.124,16.0,8,2,12.3,0,1,57.8,489255,Education,180,26.0,1
36,Married,2.0,Bachelor's,Employed,15.0,175716.0,24394.0,2003,495.0,0.137,,5,2,11.0,1,0,27.0,204334,Home,120,47.2,1
41,Married,3.0,Master's,Employed,13.0,411551.0,44983.0,4423,508.0,0.129,48.7,6,1,15.6,0,1,61.8,977756,Education,180,29.9,1
31,Married,1.0,Bachelor's,Employed,10.0,129802.0,34619.0,1787,495.0,0.165,32.8,5,4,4.5,0,0,68.7,234821,Business,48,24.7,1
32,Single,1.0,Bachelor's,Unemployed,8.0,104758.0,16014.0,832,379.0,0.095,53.8,5,1,7.2,0,0,51.1,99651,Business,36,25.4,1
31,Married,1.0,Bachelor's,Employed,9.0,181089.0,168338.0,4639,468.0,0.307,36.7,7,2,4.3,0,0,51.5,514210,Debt Consolidation,12,31.4,1
38,Married,2.0,Bachelor's,Employed,7.0,423000.0,88501.0,4493,489.0,0.127,46.8,5,2,6.8,0,0,57.6,235626,Business,36,35.0,1
29,Single,1.0,Bachelor's,Employed,4.0,178027.0,2165.0,1397,401.0,0.094,48.4,5,0,7.6,1,0,19.3,348093,Education,12,45.9,1
25,Single,2.0,Bachelor's,Employed,7.0,172735.0,5945.0,994,378.0,0.069,,3,3,5.3,1,0,31.3,318013,Home,120,45.0,1
36,Married,,High School,Self-Employed,,236539.0,42298.0,2811,427.0,0.143,19.2,8,0,6.3,0,0,64.5,552370,Home,12,23.3,1
30,Divorced,,Bachelor's,Employed,10.0,238908.0,63940.0,3193,341.0,0.16,96.8,5,2,7.7,0,1,53.3,566194,Education,240,48.2,1
38,Married,4.0,Master's,Employed,17.0,760212.0,544417.0,15980,577.0,0.252,19.1,7,1,14.4,0,0,66.8,1344287,Debt Consolidation,60,21.3,1
41,Married,2.0,Bachelor's,Self-Employed,16.0,298688.0,109373.0,1622,503.0,0.065,20.6,9,2,14.2,0,0,76.6,673728,Home,60,21.0,1
39,Married,0.0,PhD,Self-Employed,14.0,769408.0,287637.0,7950,595.0,0.124,74.8,6,4,13.8,0,0,68.1,578201,Debt Consolidation,240,29.2,1
30,Married,1.0,Master's,Employed,13.0,100000.0,33822.0,2457,411.0,0.295,68.8,3,1,7.5,0,1,48.7,137010,Debt Consolidation,180,37.3,1
26,Married,1.0,Bachelor's,Employed,7.0,100000.0,9718.0,746,469.0,0.09,50.9,2,2,3.8,0,0,57.2,242894,Auto,60,19.5,1
37,Single,1.0,Bachelor's,Self-Employed,14.0,838333.0,400079.0,5132,632.0,0.073,76.3,6,1,14.3,0,0,78.3,2485434,Business,36,28.1,1
45,Married,3.0,High School,Self-Employed,19.0,523030.0,483472.0,9581,627.0,0.22,48.1,11,2,13.2,1,0,47.5,741081,Education,48,33.6,1
31,Single,0.0,Bachelor's,Employed,7.0,232047.0,129227.0,6042,477.0,0.312,33.5,4,1,6.9,0,1,55.9,197326,Home,60,43.7,1
39,Married,3.0,Master's,Self-Employed,16.0,463468.0,109821.0,4886,467.0,0.127,60.8,7,2,7.6,0,0,51.6,1351398,Auto,36,30.0,1
41,Married,4.0,High School,Employed,12.0,119498.0,93673.0,1565,525.0,0.157,47.7,8,4,14.9,1,0,29.3,355964,Home,48,46.5,1
34,Married,0.0,Bachelor's,Employed,10.0,314970.0,14724.0,1878,489.0,0.072,32.1,7,1,7.4,0,0,69.0,468292,Home,12,22.3,1
36,Married,1.0,Bachelor's,Unemployed,11.0,100000.0,99191.0,3306,469.0,0.397,74.7,8,1,13.0,0,1,41.6,149048,Personal,60,46.4,1
33,Single,1.0,Bachelor's,Employed,,280256.0,306307.0,4124,528.0,0.177,57.1,5,2,9.7,0,0,54.8,500997,Home,12,22.3,1
31,Married,2.0,Master's,Self-Employed,8.0,645859.0,558508.0,7526,518.0,0.14,20.5,6,1,8.8,0,1,75.1,777999,Personal,36,19.2,1
31,Married,0.0,Master's,Self-Employed,12.0,313674.0,69999.0,3565,432.0,0.136,35.2,6,1,8.8,0,0,39.6,778180,Education,36,24.3,1
28,Single,1.0,Bachelor's,Employed,3.0,415506.0,66457.0,7551,438.0,0.218,47.0,4,1,7.5,0,0,68.7,812659,Auto,180,21.1,1
35,Married,2.0,Bachelor's,Employed,14.0,305676.0,50095.0,6304,497.0,0.247,56.6,5,2,7.3,1,0,19.7,705342,Education,60,44.4,1
32,Single,0.0,Bachelor's,Employed,14.0,183441.0,17335.0,1982,551.0,0.13,30.7,7,4,8.1,0,0,59.6,326081,Auto,60,24.1,1
25,Married,0.0,High School,Employed,4.0,174362.0,60430.0,1592,413.0,0.11,19.9,3,1,4.2,0,0,35.2,507093,Business,120,32.8,1
30,Married,1.0,High School,Self-Employed,4.0,245500.0,45804.0,3425,520.0,0.167,,7,1,4.5,0,0,57.9,701215,Auto,24,26.4,1
36,Divorced,2.0,Master's,Employed,11.0,281229.0,218364.0,2244,382.0,0.096,42.2,4,1,11.3,0,0,57.0,317137,Auto,48,29.9,1
32,Married,0.0,High School,Employed,7.0,100000.0,30410.0,2046,429.0,0.246,31.6,7,4,11.0,0,0,47.7,126056,Debt Consolidation,60,32.6,1
42,Married,1.0,Master's,Unemployed,11.0,100000.0,17039.0,1109,556.0,0.133,36.4,6,1,17.3,0,0,70.6,299146,Education,180,21.5,1
32,Married,0.0,High School,Self-Employed,7.0,260591.0,125129.0,2395,405.0,0.11,68.8,4,1,7.1,0,0,45.6,370319,Debt Consolidation,48,29.9,1
29,Divorced,2.0,Bachelor's,Self-Employed,8.0,523265.0,437230.0,5174,427.0,0.119,,4,5,4.3,0,1,53.1,1495157,Auto,120,44.7,1
42,Married,3.0,Bachelor's,Employed,17.0,204449.0,249818.0,5644,471.0,0.331,55.5,7,1,17.8,1,0,38.0,110880,Business,48,44.4,1
32,Single,1.0,High School,Employed,8.0,330466.0,118267.0,2042,380.0,0.074,80.8,4,3,11.1,0,0,61.4,634329,Home,180,37.1,1
38,Divorced,2.0,Master's,Self-Employed,17.0,293479.0,67891.0,6509,575.0,0.266,47.3,7,2,15.7,0,0,80.0,429744,Business,36,24.7,1
30,Married,3.0,High School,Employed,,103286.0,65382.0,1843,417.0,0.214,33.5,5,1,3.7,0,0,49.5,181895,Home,180,33.6,1
36,Married,3.0,Master's,Employed,14.0,914215.0,192864.0,14169,530.0,0.186,46.8,5,5,9.9,0,1,61.3,1839365,Personal,60,35.1,1
29,Married,3.0,Master's,Self-Employed,4.0,454786.0,92481.0,2905,382.0,0.077,74.7,4,2,5.3,0,0,45.6,534875,Auto,180,36.4,1
45,Married,1.0,Bachelor's,Self-Employed,17.0,199031.0,30114.0,705,541.0,0.043,15.8,7,3,12.2,0,0,66.5,596008,Education,240,11.8,1
28,Divorced,0.0,Bachelor's,Employed,4.0,149550.0,19218.0,271,397.0,0.022,37.9,3,1,6.2,0,1,55.3,406021,Business,12,30.3,1
43,Divorced,4.0,Bachelor's,Self-Employed,13.0,255701.0,74989.0,5180,581.0,0.243,69.4,10,1,16.2,0,0,63.2,688964,Home,240,33.8,1
34,Single,0.0,Master's,Unemployed,8.0,100000.0,94889.0,1682,475.0,0.202,86.5,5,3,5.5,0,1,65.6,258267,Debt Consolidation,120,39.5,1
34,Married,3.0,Bachelor's,Employed,9.0,148060.0,13861.0,1618,444.0,0.131,55.1,4,2,9.8,0,1,53.1,402510,Business,60,40.6,1
29,Single,1.0,Master's,Employed,3.0,172896.0,69767.0,1297,513.0,0.09,62.4,4,3,6.1,0,0,59.3,350589,Education,120,24.6,1
39,Married,2.0,Bachelor's,Self-Employed,19.0,242617.0,134399.0,1872,410.0,0.093,57.4,4,3,15.0,0,0,46.6,308048,Debt Consolidation,120,38.9,1
35,Married,1.0,High School,Employed,12.0,206585.0,47697.0,1464,452.0,0.085,38.3,6,2,8.7,0,1,52.8,442164,Education,36,25.6,1
35,Divorced,1.0,Master's,Employed,10.0,215651.0,118425.0,4317,419.0,0.24,26.7,3,2,5.9,0,0,45.6,336256,Business,60,23.7,1
31,Single,0.0,Master's,Employed,6.0,270590.0,41547.0,1294,484.0,0.057,42.9,4,3,4.0,0,1,57.2,619238,Education,48,25.8,1
31,Married,2.0,High School,Employed,11.0,186427.0,84015.0,2577,467.0,0.166,45.8,8,3,7.1,0,0,54.0,410538,Education,24,30.5,1
25,Married,,Bachelor's,Employed,6.0,307572.0,47016.0,512,506.0,0.02,41.1,8,3,3.2,1,0,35.1,879391,Auto,240,40.0,1
35,Married,3.0,Bachelor's,Employed,8.0,317103.0,332318.0,4864,509.0,0.184,61.2,6,3,9.2,1,0,41.2,748407,Education,36,43.7,1
41,Married,2.0,Master's,Employed,11.0,466753.0,306786.0,14444,498.0,0.371,40.1,7,3,18.3,0,1,56.7,1055539,Auto,120,35.1,1
33,Single,1.0,High School,Unemployed,7.0,100000.0,10942.0,1543,301.0,0.185,39.1,7,3,11.7,0,0,35.2,107243,Auto,240,38.7,1
37,Married,1.0,Bachelor's,Employed,14.0,318422.0,52533.0,3252,449.0,0.123,46.9,4,1,12.2,0,1,42.3,570228,Home,48,40.9,1
41,Married,2.0,High School,Employed,15.0,121587.0,21861.0,1404,491.0,0.139,48.2,4,2,11.6,0,0,56.3,239622,Personal,240,26.2,1
30,Married,1.0,Bachelor's,Self-Employed,7.0,100000.0,16993.0,1841,416.0,0.221,37.1,4,1,8.0,0,0,48.4,120786,Business,48,39.6,1
33,Married,1.0,Bachelor's,Employed,14.0,408829.0,125202.0,7157,460.0,0.21,77.6,4,0,9.2,0,0,40.8,1111116,Education,180,36.8,1
33,Married,0.0,Bachelor's,Self-Employed,13.0,230456.0,21228.0,955,475.0,0.05,28.9,7,1,11.8,0,0,46.2,589711,Education,240,25.3,1
32,Married,2.0,High School,Self-Employed,10.0,162345.0,22379.0,569,428.0,0.042,64.9,6,2,7.1,0,0,42.9,263307,Home,120,35.7,1
36,Married,2.0,Bachelor's,Employed,11.0,182135.0,15566.0,2381,535.0,0.157,39.3,9,2,12.1,1,1,51.2,299357,Home,120,45.3,1
31,Married,0.0,High School,Employed,3.0,390969.0,186613.0,6589,456.0,0.202,22.8,8,1,10.1,0,0,65.8,956514,Home,24,31.7,1
32,Single,2.0,Master's,Employed,10.0,263178.0,67069.0,2386,503.0,0.109,45.4,7,2,10.0,0,0,57.1,238607,Business,180,28.5,1
34,Single,2.0,High School,Employed,13.0,195957.0,,4520,456.0,0.277,79.2,11,6,7.0,0,0,51.1,248461,Education,36,37.8,1
28,Married,3.0,PhD,Self-Employed,3.0,489179.0,36141.0,815,418.0,0.02,44.3,5,2,4.8,0,0,49.3,1081686,Home,180,25.6,1
34,Married,0.0,Bachelor's,Self-Employed,16.0,349477.0,12760.0,4603,571.0,,32.2,5,4,6.2,0,0,67.7,909839,Auto,48,30.3,1
33,Married,1.0,Bachelor's,Employed,6.0,122339.0,22464.0,454,486.0,0.045,68.2,5,3,6.2,0,0,62.3,220770,Education,60,33.3,1
30,Single,2.0,Bachelor's,Employed,11.0,100051.0,72482.0,1627,455.0,0.195,65.2,7,1,7.2,0,0,58.9,97361,Education,12,33.6,1
39,Married,2.0,Bachelor's,Employed,9.0,106743.0,12213.0,3299,500.0,0.371,26.8,7,3,6.4,0,1,47.9,93796,Debt Consolidation,180,32.1,1
25,Single,1.0,Master's,Employed,4.0,356885.0,368182.0,5397,499.0,0.181,37.1,5,4,4.0,0,0,61.7,335066,Auto,180,30.5,1
32,Married,1.0,Bachelor's,Employed,8.0,549124.0,507800.0,5122,465.0,0.112,77.3,8,1,9.6,1,0,49.1,504436,Education,48,37.8,1
42,Married,4.0,High School,Self-Employed,12.0,305602.0,64700.0,3733,569.0,0.147,34.1,5,4,10.0,0,0,54.7,222889,Home,120,26.9,1
36,Married,4.0,High School,Employed,17.0,179861.0,26828.0,2350,413.0,0.157,56.5,7,3,11.4,0,0,46.6,168180,Auto,60,24.7,1
28,Married,1.0,High School,Self-Employed,6.0,592918.0,77646.0,10412,525.0,0.211,81.0,2,2,5.5,0,0,57.3,785362,Education,180,33.8,1
36,Married,2.0,PhD,Unemployed,10.0,165280.0,109244.0,1838,,0.133,55.1,5,2,7.5,1,0,38.1,282728,Home,24,39.1,1
25,Single,1.0,Bachelor's,Employed,5.0,163752.0,37737.0,3874,535.0,0.284,44.4,2,1,2.5,0,0,61.8,247090,Debt Consolidation,48,23.2,1
31,Divorced,2.0,Bachelor's,Employed,13.0,192468.0,,2041,429.0,0.127,52.9,5,2,6.2,0,0,49.3,355465,Debt Consolidation,60,31.5,1
31,Married,1.0,High School,Self-Employed,12.0,100000.0,2408.0,766,410.0,0.092,72.8,4,1,8.3,0,0,53.5,176441,Education,36,28.3,1
25,Married,3.0,Bachelor's,Unemployed,5.0,100000.0,42195.0,1387,384.0,0.166,25.8,3,0,3.6,0,0,54.3,217608,Debt Consolidation,36,24.5,1
32,Single,1.0,Master's,Employed,6.0,391685.0,296981.0,1421,526.0,0.044,63.8,6,3,6.1,0,0,65.3,770828,Business,240,25.6,1
32,Married,1.0,Master's,Employed,8.0,144977.0,17956.0,3757,368.0,0.311,42.2,4,3,7.8,0,0,34.3,152660,Home,24,38.5,1
34,Married,2.0,Master's,Employed,10.0,229032.0,29790.0,3955,534.0,0.207,37.2,7,1,4.8,0,0,78.9,411569,Business,48,26.9,1
32,Married,2.0,High School,Employed,6.0,300375.0,479339.0,2603,481.0,0.104,58.8,7,0,10.4,1,0,33.9,257211,Home,60,37.3,1
25,Divorced,1.0,Master's,Employed,7.0,246827.0,66228.0,4894,423.0,0.238,56.2,3,2,3.7,0,0,39.1,486794,Auto,60,40.2,1
34,Married,1.0,High School,Unemployed,7.0,100000.0,25756.0,443,488.0,0.053,24.2,4,1,8.2,0,0,51.8,100819,Education,60,25.8,1
41,Married,1.0,Bachelor's,Unemployed,9.0,102559.0,71142.0,880,435.0,0.103,34.1,7,1,13.9,0,0,54.6,254067,Auto,24,25.5,1
44,Married,2.0,PhD,Employed,22.0,1251339.0,1634983.0,29149,612.0,0.28,35.6,12,0,11.0,0,0,69.1,3592642,Home,120,23.1,1
33,Single,2.0,Bachelor's,Self-Employed,16.0,282101.0,113636.0,4202,383.0,0.179,56.3,6,3,7.5,0,0,64.0,457686,Education,48,41.4,0
32,Divorced,1.0,Master's,Self-Employed,12.0,376060.0,105449.0,3122,485.0,0.1,53.6,6,2,4.6,0,0,45.7,277639,Auto,48,26.7,1
33,Single,2.0,Master's,Employed,10.0,158615.0,27590.0,2019,,0.153,50.1,5,2,11.8,0,0,37.9,159834,Personal,60,41.7,1
31,Married,3.0,Master's,Employed,6.0,265167.0,132257.0,2449,481.0,0.111,55.1,5,5,5.2,0,0,51.7,360123,Personal,48,29.9,1
33,Married,0.0,Bachelor's,Employed,13.0,241948.0,194752.0,5447,531.0,0.27,38.8,6,4,10.1,0,0,51.2,490313,Debt Consolidation,48,24.8,1
33,Single,0.0,Bachelor's,Employed,11.0,166411.0,48190.0,277,494.0,0.02,27.0,5,2,9.5,0,0,49.7,343023,Debt Consolidation,24,27.7,1
34,Married,2.0,Bachelor's,Self-Employed,12.0,368166.0,69286.0,2224,468.0,0.072,38.7,5,1,11.2,0,0,48.9,985133,Debt Consolidation,48,34.6,1
31,Single,1.0,High School,Unemployed,5.0,100000.0,46305.0,1170,465.0,0.14,65.7,5,1,9.8,0,0,50.7,292279,Home,36,37.2,1
39,Married,2.0,Bachelor's,Unemployed,12.0,116726.0,53546.0,1595,548.0,0.164,26.9,8,2,16.7,0,0,64.8,256176,Auto,60,24.7,1
36,Married,1.0,Bachelor's,Employed,12.0,301895.0,108751.0,865,485.0,0.034,48.2,7,2,6.0,0,0,54.4,511161,Home,120,38.4,1
34,Single,2.0,Bachelor's,Self-Employed,13.0,393870.0,301961.0,6510,467.0,0.198,16.2,7,2,11.6,0,0,43.0,230822,Business,36,31.6,1
29,Single,2.0,Master's,Self-Employed,5.0,325148.0,,5745,393.0,0.212,52.4,5,2,4.0,0,0,50.2,445811,Auto,12,38.5,1
25,Single,3.0,Bachelor's,Self-Employed,6.0,311671.0,65247.0,2808,475.0,0.108,11.9,4,4,2.7,1,0,27.9,743887,Home,36,38.2,1
37,Divorced,2.0,Master's,Employed,,158627.0,20012.0,307,507.0,0.023,54.9,6,2,8.1,0,1,61.4,470864,Home,36,31.9,0
40,Married,1.0,High School,Unemployed,16.0,125260.0,18998.0,2770,519.0,0.265,33.1,8,3,7.3,0,0,78.2,168140,Home,48,18.4,1
39,Divorced,2.0,Bachelor's,Self-Employed,15.0,443785.0,76116.0,4376,629.0,0.118,47.2,5,1,11.1,0,0,71.4,1093291,Home,36,23.6,1
34,Married,2.0,High School,Unemployed,14.0,107300.0,77153.0,771,404.0,,20.2,5,5,9.2,1,0,33.9,104012,Debt Consolidation,24,39.1,1
34,Single,1.0,Bachelor's,Employed,11.0,443953.0,184760.0,5453,497.0,0.147,31.8,6,0,7.9,0,0,50.2,299297,Business,36,27.0,1
30,Single,1.0,High School,Employed,7.0,126987.0,71684.0,694,555.0,0.066,43.3,3,2,9.2,0,0,75.6,223432,Home,240,22.4,0
33,Married,0.0,Bachelor's,Employed,9.0,282353.0,120238.0,3151,384.0,0.134,74.4,7,1,9.3,0,0,48.7,272988,Business,48,34.5,1
36,Divorced,2.0,Master's,Self-Employed,16.0,929019.0,45766.0,5342,,0.069,81.2,6,1,12.6,0,0,52.1,1407060,Home,48,27.9,1
26,Married,2.0,Bachelor's,Employed,7.0,100000.0,15568.0,168,547.0,0.02,31.4,4,0,3.7,0,0,59.4,260869,Debt Consolidation,180,26.3,1
27,Single,0.0,Master's,Employed,,416425.0,,2379,488.0,0.069,35.4,4,0,4.0,1,0,37.3,771884,Education,60,34.9,1
32,Married,3.0,Bachelor's,Employed,9.0,217758.0,148270.0,4753,496.0,0.262,44.4,7,1,8.6,0,1,53.5,232579,Auto,36,37.3,1
27,Married,1.0,Bachelor's,Employed,9.0,218452.0,2445.0,1112,414.0,0.061,27.6,2,2,4.1,0,1,44.6,215723,Auto,60,36.9,1
28,Divorced,1.0,High School,Self-Employed,4.0,122770.0,3568.0,1562,433.0,0.153,53.8,5,1,5.0,1,0,35.6,90659,Business,120,33.2,1
35,Married,1.0,Bachelor's,Unemployed,7.0,100000.0,40625.0,648,436.0,0.078,42.0,6,1,7.7,1,0,23.7,223958,Business,36,27.5,1
25,Married,2.0,Master's,Employed,7.0,187496.0,82194.0,796,400.0,0.051,59.0,4,2,2.2,0,0,40.9,191043,Debt Consolidation,120,32.4,1
33,Married,3.0,Bachelor's,Self-Employed,12.0,456748.0,97663.0,10467,473.0,0.275,20.4,3,1,10.3,0,1,54.5,242027,Home,120,36.1,1
37,Married,3.0,Bachelor's,Employed,15.0,205460.0,42737.0,698,398.0,0.041,77.7,7,2,8.3,0,0,65.1,391926,Education,24,32.2,1
35,Divorced,2.0,Bachelor's,Employed,11.0,454838.0,361977.0,2166,571.0,0.057,85.2,3,2,9.3,0,1,71.7,677700,Business,36,34.3,1
37,Married,3.0,Master's,Employed,12.0,278667.0,132445.0,5040,490.0,0.217,30.9,5,2,6.5,0,0,55.0,438688,Education,120,22.6,1
27,Married,1.0,Bachelor's,Self-Employed,0.0,312659.0,72947.0,5907,402.0,0.227,64.0,2,3,6.7,0,1,38.8,871234,Education,180,50.3,0
